NU_INSCRICAO,NU_NOTA_MT
73ff9fcc02f0a99919906c942c2e1a1042cdcf98,473.1783645154733
71a95f9f1b91a82c65ad94abbdf9f54e6066f968,452.9830596924717
b38a03232f43b11c9d0788abaf060f7366053b6d,479.26968116114335
70b682d9a3636be23f6120fa9d6b164eb3c6002d,0.5570118847677239
715494628a50142ce8cb17191cfe6d0f3cae0934,510.14706999395173
e656d6bad65c93fb2880f1eba5037008c8e75774,480.8831713237701
465cd2a6907fb37d9d8ad3c065f0e2dabdba9b13,584.9494104837411
11539e86171bf07d3a36f09377d7f54ebcc8406a,432.15211086691767
043c544a2104aa8a9849f1a703a08d37a2f16839,429.35935580899053
76ba050e64ad100b856f0eaabd8f539d5c7dd185,449.84460750973625
8b7c167ea7b55c8168ec60c3851b1b598a8fbd11,0.699242706121223
db4da599aab5bb08dce27094a35fd3e36cd0abce,0.9258378660076424
940aede382ccb332fab15d413217695ec44ca765,449.1073770739068
9ad714b116da76d878dd399d187fccc2dd13dd63,520.3736400025556
dd34464a4d780b12a089347ad580418ac57a3055,512.2581614820971
f837a4cb05a5fd59d20138182f5e8c721eadd584,471.40438456539965
fbfa8cde21a692b51fb86342110b4a334a0fcfdb,0.13348876234622137
ca8477c8493b09f34d17bb287f9bacf2dd744c32,0.46670947332938223
8b0c675d7fde14953668269d378c588f0df0498b,1.1555062524201667
051c4f04fcbe385e1b3964aeb87f0a41d7f203d0,421.2553995892807
3d203727f27abd83b71732d88d8cb1cc099f363b,448.1721318622843
d30d31c8ff45094e9a992c63d4a6f68b245a341a,0.9663194333053736
c0c6a803c271a955a7085a59cd3d4d43bcf7a1a6,0.6507568916651061
cbc301183dec912f3513ca766bf03dd565f3a38f,438.1989785431604
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,570.9717436361132
11282da1ee78c8db45a041db4c744e33df489df0,464.9751157874658
03c67f683a415c2ea09b582248bd4cb08528c19d,637.8129732502778
046e844fb06a07ba30b41521f0065a8d9c6e5024,447.574802199737
b296bc595a212a2f89a35470a4bdbb3bfc3f7f1a,477.9596510764579
153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,0.46670947332938223
a4e821c6f16fdae0a26cbbb7018b75812dfd074b,1.1730598481520909
f66c2e5ff22a95fa532e78c7c4bf1d145247211d,506.8553972173435
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,475.47596772849374
fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,438.0398894838793
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,451.36208919609203
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,483.46331464542953
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,511.53532510116867
59bfa081e020013410d9f60f91813964ba749bb2,471.502662513566
f5e069ee3bc95998464e8ff5da048b7f999921ed,420.8257703790426
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,424.84168945195387
664f44258212a1f7e4086f2b4845d586c543fa3f,454.8943605135373
265cd7befa74a9f2a198fc57baec9858075f8419,520.0455542696373
6f9ac44919bbd204e0ef15185388fd2d4bc61253,481.77739332254123
78de1ee60b55766cc3eba4089e36c57139b66ebd,459.4534180869792
24550edb10f283ef4e953fd6a8fedbfa211bd456,1.5818904393010829
1e61a474acdc043eb39a89c17fab34bd2ea1a940,450.14180140310003
940af68ded6af2875708611051aa7ff3f134d80b,496.5263968059986
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,487.6284494432911
c76ddf6e9f80984e901b12f9462a3cf029bea290,718.0386929876332
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,468.3124724709302
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,-7.600331710432068
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,-17.50816306705541
92823d467a2ced9529801e0e8a94802dd88f0c17,424.36688543107033
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,546.0748004066015
413cbb38b2e2522f8167ffb9daeac1347b281393,463.56286124051064
68985fad004092956a4b4ce94dd53dc76d07eaf7,441.2880096286108
bdca9aeb19521675af15f2c28d86f6bebc45a834,465.92315145023963
b65b19d42b7a4b644fe9f99366dcb37b120862d9,452.39228641250605
eda898aa8ec465cbac70de72ead0c6d688e5f95a,447.3205898195511
5357b6c09be4c7f3829b72f80de846a9228253cb,0.00811208963668042
8d5c4481d736f6ce27976e400f4245bf10757608,437.8771399837487
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,0.9258378660076424
089613ac7dca24109f84c72a97c83b2768b1df1c,-1.365346139749259
527773409bf373301dbd835e59a263c035c043b8,1.1907319728889252
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,0.7836070446541434
c4cea54435c0fd0e171eed4c215479bb3ca86113,432.92272326409795
7d5cd89c6112b9a202a025a24355135bc60848c6,475.4707715177722
b70ab62384aa80545928a311f5b5d3db2f4d87ee,474.98684426117364
c96431dd924f366d2229a7f1455388b8cd85be49,524.4149056786007
1b72da5bb82cc150ecfe71218c02f155d694230b,0.23319473064601653
e429507efe1c2680cc464481850117d17083cd88,1.1907319728889252
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,456.2653385398893
e724482370ae6126008ade80b564ad8d8a0a7cbd,435.5655606232807
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,503.89857338922366
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-0.8684655446354276
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,507.3481052595558
7f898f8939ae054359f83ee154bb91bc7dd2c959,452.28967989604763
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,463.76270733746964
82e3b12c6366008fabc238f299f117074e78de5d,439.2680799298695
0d838be0e718ceb786cdb10fcc12559e00440240,523.9126002084873
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,435.342251235378
5a9d89465845ac2d81366275cbb1a81d627efd36,0.5217861642989656
c83fe640ba466ba904ac1055e53a875289888797,479.5453046468113
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,488.2470314295689
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,438.8025804690913
328639a0c753715c30a58bae70c82f2101153eb3,464.22912919413943
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,0.7483813241853849
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,467.66917689436804
f56746cc2900258507d2b32c126f8db090db856f,481.1792278514482
1a4963b5fea8bb25c67750cdafbe84b01efad177,427.2211104114988
b520c940e62f4ed684417e7eacf00d85752060da,476.8502708503062
2e170cf2651ed448991af6fc5df15167733b2d8f,465.04707868316683
6efdd93a0ae289be6bb5a400bfc1deb077d75886,430.34828311301817
72ac2acc787d8cba0934cca3810ac091d792c8db,458.30468081163247
92a25eee14554806f081869cc9dac868fd1860fb,461.554074390209
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,450.5336673170457
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,489.3964311049701
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,668.8378574841475
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,439.8497214821706
1730807e4916c5f7e8ab21e02ac5657bcea3e732,1.7946933061854018
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,455.7950098333623
1a46d99716282410d1170f0f35069b34e34415d4,434.6966598407669
0467e022da4ef897f666bc76f31e1bc8976f7e92,532.9794758107597
993aca0d5eac6741117947c82a3647102096255e,432.06922556883814
94c96ade6ade21deb080bba6aad537fc4f195d47,436.0240174238784
36bb672077a46a3e4755cef90437a616d28bdf23,484.80079123938947
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,418.309345675417
328ca19128d276eb4fbc309c54ec7f346c803d2f,620.1586155910768
27cdb62f0a2a5467efeb30aafbf246ed2320c532,488.1419822465052
c52cae37c3653620bbec72264c502f45ca2a8671,0.61039298809184
f9ef2695eb0986666093945894b8f2fee351bf22,527.5305822434021
2178c497293d0cab01ce74f5105b1a398fb12d8e,0.46670947332938223
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-1.365346139749259
8a021391cdaac100dab56c59284bd50137a74129,518.8200973308553
12ee0df69325d97cb95404958c4acf4112aeab8a,0.19788584870527914
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,424.868186164898
66cf0f8b5af2466f9616fd15c0c10344df84982a,2.143983169512676
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,445.4214929735495
60edc5708acd60680891ea15379dd07c7a5924ff,0.7836070446541434
b9f786712775e0d1d735398d710b01f404c985a3,427.03225547418083
564958997e204bda06fbe90afc4722805c78a855,473.4768772937016
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,440.59332362136524
527098f4ee3ceb5c393981930d23b8fe154f4db9,0.7836070446541434
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,501.5046354038214
8296743fdd105ce9183561cf5b359b0a3781465e,543.9844284179131
a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.11855048743818962
6602c7f15a1fdd082265b64976448c6809df792d,533.4794499039587
31ae66f0fe024acae4490915c348e487f2367574,434.564026174456
81901aa980653106e64863d957387d24e2c00af3,448.9683406477376
28e10d1bd0b6effe0edd503446ebda948ad240ad,430.98066268370667
53a7ee52a87f80241e2ca13c923e06b72bf3a059,493.59590792968294
50be5f75fdaedae454b0c3d63b7277854bd08d8f,0.9379063451299872
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.6230046514758438
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,469.44121401924946
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.7836070446541434
02681b5c893b94db204713cb4b20dde6fc3f2f95,454.9517526473846
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,432.4372458294001
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.6793719538101677
28c6829e69879bc1d34db1cd51b89562d3cc596b,438.59274206493154
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,444.65411766589733
96715a069fbcb2e84b26a01563921962ccc4601e,0.5217861642989656
923538833160e8432636c88e8119378a43b3d766,440.2173854771597
aacb834258765a2959ee63c57d2be4923d11a696,433.39804581189316
c32e484025571dd94255a77f21de08ab8d2aaba8,483.5234396111937
